padrao,vertente_id,vertente_nome,camada,prioridade,ganho,pureza,suporte,exemplos
IGREJA CONGRENACIONAL,100406,Evangélicas de Missão - Igreja Evangélica Congregacional,grafia,90,5,1.0,0,IGREJA CONGRENACIONAL EVANGELICA LUTERAN | IGREJA CONGRENACIONAL RENOVADA | IGREJA CONGRENACIONAL
CENTRO ESIRITA,2826,Espírita,grafia,90,5,1.0,0,CENTRO ESIRITA A CARIDADE CONDUZ A DEUS | CENTRO ESIRITA SULTAO DAS AGUAS | CENTRO ESIRITA ILE ARA ABORISA
ASSEMBLEIS,95265,Evangélicas de origem pentecostal,grafia,90,5,1.0,0,ASSEMBLEIS DEUS E FIEL | IGRJ ASSEMBLEIS DEUS | ASSEMBLEIS FE DEUS FILADELFIA
IGREJA ADVENTISA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,5,1.0,0,IGREJA ADVENTISA | IGREJA ADVENTISA DO SETINO DIA
IGREJA PWNTECOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,5,1.0,0,IGREJA PWNTECOSTAL JESUS E O CAMINHO | IGREJA PWNTECOSTAL PAI ESPIRTO SANTO | IGREJA PWNTECOSTAL CHAMADOS PELA GRACA
IGREJA CONGREGACAO CRITA,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,5,1.0,0,IGREJA CONGREGACAO CRITA NO BRAZIL | IGREJA CONGREGACAO CRITA N0 BRASIL | IGREJA CONGREGACAO CRITA
IGREJA EVANGWLICA,121096,Evangélica não determinada,grafia,90,5,1.0,0,IGREJA EVANGWLICA AGUAS VIVA | IGREJA EVANGWLICA | DEUS E FIEL IGREJA EVANGWLICA
IGREJA PETENCOSCAL,95265,Evangélicas de origem pentecostal,grafia,90,5,1.0,0,IGREJA PETENCOSCAL DA ULTIMA HORA | IGREJA PETENCOSCAL REBANHO DE CRISTO | IGREJA PETENCOSCAL
IGREJA ASSEMNLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,5,1.0,0,IGREJA ASSEMNLEIA DE DEUS | IGREJA ASSEMNLEIA DE DEUS RESTITUINDO EM CRISTO
CONREGACAO CRISTA NO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,5,1.0,0,IGREJA CONREGACAO CRISTA NO BRASIL
IGREJA PRESBITARIANA DO BRASIL,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,5,1.0,0,IGREJA PRESBITARIANA DO BRASIL
COMGREGACAO CRISTA,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,5,1.0,0,COMGREGACAO CRISTA | COMGREGACAO CRISTA NO BRAS
CONGREGACO CRISTA NO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,5,1.0,0,CONGREGACO CRISTA NO BRASIL | IGREJA CONGREGACO CRISTA NO BRASIL
IGREJA BATITA,99741,Evangélicas de Missão - Igreja Evangélica Batista,grafia,90,5,1.0,0,IGREJA BATITA CRISTO VIVO | IGREJA BATITA DO IPIRANGA | IGREJA BATITA RHEMANA
IGREJA INTERNACIINAL DA GRACA DE DEUS,99748,Evangélicas de origem pentecostal - outras,grafia,90,5,1.0,0,IGREJA INTERNACIINAL DA GRACA DE DEUS
IGREJA ADVERTISTA DO SETIMO DIA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,5,1.0,0,IGREJA ADVERTISTA DO SETIMO DIA
IGREJA PRESPITERIANA RENOVADA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,5,1.0,0,IGREJA PRESPITERIANA RENOVADA DO BRASIL | IGREJA PRESPITERIANA RENOVADA
IGREJA MUNDIA DO PODER DE DEUS,99748,Evangélicas de origem pentecostal - outras,grafia,90,5,1.0,0,IGREJA MUNDIA DO PODER DE DEUS
ESPERITA,2826,Espírita,grafia,90,5,1.0,0,INSTITUTO LINENSE DE DIVULGACAO ESPERITA | TENDA ESPERITA SAO FRANCISCO GLORIOSO SANTO REIS | NUCLEO ESPERITA BEZERRA DE MENEZES
IGREJA ENVAGELICA PENTECOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,5,1.0,0,IGREJA ENVAGELICA PENTECOSTAL EL ELION | IGREJA ENVAGELICA PENTECOSTAL | IGREJA ENVAGELICA PENTECOSTAL DIANTE DO PAI
IGREJA PRESBIERIANA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,5,1.0,0,IGREJA PRESBIERIANA DE RORAIMA | IGREJA PRESBIERIANA CIDADES DAS SRTES | IGREJA PRESBIERIANA
IGREJA EVANGELICW,121096,Evangélica não determinada,grafia,90,5,1.0,0,IGREJA EVANGELICW
IGREJA DO EVANGELHO QUADRANGUAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA DO EVANGELHO QUADRANGUAR
IGREJA ASSEBEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,5,1.0,0,IGREJA ASSEBEIA DE DEUS | IGREJA ASSEBEIA DE DEUS SEMEANDO EM VIDAS
IGREJA DO EVANGELHO QUADANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA DO EVANGELHO QUADANGULAR
IGREJA PRESIBETERIANA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,5,1.0,0,IGREJA PRESIBETERIANA NOVA JERUSALEM | IGREJA PRESIBETERIANA | ESCRITORIO IGREJA PRESIBETERIANA INDEPENDENTE
IGREJA PENCOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,5,1.0,0,IGREJA PENCOSTAL UNIDA NO FUNDAMENTO DOS | IGREJA PENCOSTAL JESUS CRISTI | IGREJA PENCOSTAL JESUS E FOGO E PODER
IGREJA TESTEMUNHOS DE JEOVA,2824,Testemunhas de Jeová,grafia,90,5,1.0,0,IGREJA TESTEMUNHOS DE JEOVA
CONGRACAO CRISTA DO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,5,1.0,0,CONGRACAO CRISTA DO BRASIL | IGREJA CONGRACAO CRISTA DO BRASIL | SALA DE ORACAO CONGRACAO CRISTA DO BRASIL
IGREJA METODOTISTA,100405,Evangélicas de Missão - Igreja Evangélica Metodista,grafia,90,5,1.0,0,IGREJA METODOTISTA
TESTEMUNHOS DE JEOVA,2824,Testemunhas de Jeová,grafia,90,5,1.0,0,SALAO TESTEMUNHOS DE JEOVA | SALAO DOS TESTEMUNHOS DE JEOVA | IGREJA DOS TESTEMUNHOS DE JEOVA
IGREJA PENTECOSTSL,95265,Evangélicas de origem pentecostal,grafia,90,5,1.0,0,IGREJA PENTECOSTSL | IGREJA PENTECOSTSL DA BENCAO DE DEUS | IGREJA PENTECOSTSL ALIANCA C JEDU
IGREJA QUQDRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA QUQDRANGULAR
IGREJA MOTODISTA,100405,Evangélicas de Missão - Igreja Evangélica Metodista,grafia,90,5,1.0,0,IGREJA MOTODISTA DA PROMESSA | IGREJA MOTODISTA
IGREJA ASSEMBREI DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,5,1.0,0,IGREJA ASSEMBREI DE DEUS ROCHA ETERNA | IGREJA ASSEMBREI DE DEUS
IGREJA DO EVNGELHO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA DO EVNGELHO QUADRANGULAR
COGREGACAO BATISTA,99741,Evangélicas de Missão - Igreja Evangélica Batista,grafia,90,5,1.0,0,COGREGACAO BATISTA NOVA ESPERANCA | COGREGACAO BATISTA | IGREJA COGREGACAO BATISTA
CONGEGACAO CRISTA DO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,5,1.0,0,CONGEGACAO CRISTA DO BRASIL | IGREJA CONGEGACAO CRISTA DO BRASIL
ASSEMBLEOA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,5,1.0,0,ASSEMBLEOA DE DEUS MINISTERIO EFICAZ | ASSEMBLEOA DE DEUS FONTE DE LUZ | ASSEMBLEOA DE DEUS MONTE CARMELO
IGREJA ADVENTUSTA DO SETIMO DIA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,5,1.0,0,IGREJA ADVENTUSTA DO SETIMO DIA
IGREJA DO EVANELHO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA DO EVANELHO QUADRANGULAR | IGREJA DO EVANELHO QUADRANGULAR MINEIRAO
ESPIRTA,2826,Espírita,grafia,90,5,1.0,0,LAR ESPIRTA LUZ E CARIDADE | GRUPO ESPIRTA ELIAS FRANCIS | GRUPO ESPIRTA CHICO XAVIER
IGREJA DO EVANGELHO QUADRABGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA DO EVANGELHO QUADRABGULAR | IGREJA DO EVANGELHO QUADRABGULAR ESTACAO
IGREJA DO EVANGELGO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA DO EVANGELGO QUADRANGULAR
IGREJA CATOLIGA,95263,Católica Apostólica Romana,grafia,90,5,1.0,0,IGREJA CATOLIGA
IGREJA QUADRANDULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA QUADRANDULAR | PERTENCE A IGREJA QUADRANDULAR | RECANTO DA IGREJA DA IGREJA QUADRANDULAR
IGREJA PRESBITARIANA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,5,1.0,0,IP CANARANA IGREJA PRESBITARIANA | IGREJA PRESBITARIANA | IGREJA PRESBITARIANA TINGUI
IREJA EVANGELICA,121096,Evangélica não determinada,grafia,90,5,1.0,0,IREJA EVANGELICA COMUNIDADE CRISTA | IREJA EVANGELICA | IREJA EVANGELICA PETENCOSTAL
IGREJA UNVERSAL DO REINO DE DEUS,99745,Evangélicas de origem pentecostal - Igreja Universal do Reino de Deus,grafia,90,5,1.0,0,IGREJA UNVERSAL DO REINO DE DEUS
IGREJA ASSEBLEA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,5,1.0,0,IGREJA ASSEBLEA DE DEUS | IGREJA ASSEBLEA DE DEUS TEMPLO CENTRAL | IGREJA ASSEBLEA DE DEUS PENTENCOSTAL CASA DA UNCAO
IGREJA MUDIAL DO PODER DE DEUS,99748,Evangélicas de origem pentecostal - outras,grafia,90,5,1.0,0,IGREJA MUDIAL DO PODER DE DEUS
IGREJA QUADRNGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA QUADRNGULAR
CENTRO RSPIRITA,2826,Espírita,grafia,90,5,1.0,0,CEFEC CENTRO RSPIRITA | CENTRO RSPIRITA | CENTRO RSPIRITA BENEFICENTE
IGREJA UNUVERSAL,99745,Evangélicas de origem pentecostal - Igreja Universal do Reino de Deus,grafia,90,5,1.0,0,IGREJA UNUVERSAL
IGREJA CAYOLICA,95263,Católica Apostólica Romana,grafia,90,5,1.0,0,IGREJA CAYOLICA | IGREJA CAYOLICA SAO FRANCISCO | IGREJA CAYOLICA DESATIVADA
IGREJA CONGRECACAO CRISTA,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,5,1.0,0,IGREJA CONGRECACAO CRISTA
IGREJA CATOLICQ,95263,Católica Apostólica Romana,grafia,90,5,1.0,0,IGREJA CATOLICQ
EPIRITA,2826,Espírita,grafia,90,5,1.0,0,GRUPO FRATERNIDADE EPIRITA FRANCISCO DE ASSIS | IRMANDADE EPIRITA JOSE DA LUZ | NUCLEO EPIRITA AUTO AJUDA
IGREJA DO EVENGELHO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA DO EVENGELHO QUADRANGULAR
JOAO BATISTA,95263,Católica Apostólica Romana,excecao,60,403,0.9542,1397,IGREJA COM SAO JOAO BATISTA | IGREJA JOAO BATISTA | CC SAO JOAO BATISTA
SALA DE ORACAO,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,excecao,60,73,0.9876,161,SALA DE ORACAO | SALA DE ORACAO CCB | IGREJA SALA DE ORACAO DA CONGREGACAO
BATISTA RENOVADA,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,56,0.9896,770,PI BATISTA RENOVADA | CONG BATISTA RENOVADA DEUS PROVERA | UGREJA BATISTA RENOVADA
DEUS MISSIONARIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,52,0.9706,374,IGREJA DE DEUS MISSIONARIA IDEM | IGREJA PENT ASS DE DEUS MISSIONARIA | IGREJA DE DEUS MISSIONARIA MUNDIAL
EVANGELICA PETENCOSTAL,121096,Evangélica não determinada,excecao,60,46,0.968,532,IGREIJA EVANGELICA PETENCOSTAL MINISTEIRO REI DAS NACOES | IGREJA CTISTA EVANGELICA PETENCOSTAL O CAMINHO | IGREIA EVANGELICA PETENCOSTAL
DEUS PETENCOSTAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,39,0.9697,99,ASSENBLEIA DE DEUS PETENCOSTAL | IGREJA DEUS PETENCOSTAL | A BENCAO DE DEUS PETENCOSTAL
DEUS INTERNACIONAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,37,1.0,82,IGREJA ASENBLEIA DE DEUS INTERNACIONAL | MINISTERIO ALIANCA COM DEUS INTERNACIONAL | IGREJA DE DEUS INTERNACIONAL LANCHONETE
BATISTA MISSIONARIA,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,36,0.9777,853,IGREIA BATISTA MISSIONARIA BETEL | IGREJA INDIGENA BATISTA MISSIONARIA | IGRJA BATISTA MISSIONARIA
EVANGELICA MISSIONARIA,121096,Evangélica não determinada,excecao,60,35,0.9856,417,MISSAO ASSOCIACAO LINGUISTICA EVANGELICA MISSIONARIA | COMUNIDADE EVANGELICA MISSIONARIA DE ITANHAEM | COMUNIDADE EVANGELICA MISSIONARIA ALINCA ETERNA
EVANGELICA INTERNACIONAL,121096,Evangélica não determinada,excecao,60,24,0.9615,52,IGREJA COMUNIDADE EVANGELICA INTERNACIONAL VIDA EM CRISTO | COMUNIDADE EVANGELICA INTERNACIONAL MONTE SINAI | CBI COMUNIDADE EVANGELICA INTERNACIONAL
DEUS RENOVADA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,15,0.9412,136,IGREJA MISS POVO DE DEUS RENOVADA NO BRASIL | IGREJA UNCAO DE DEUS RENOVADA | IGREJA A PALAVRA DE DEUS RENOVADA
BATISTA INTERNACIONAL,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,13,1.0,30,CAMINHO DAS ARVORES MINISTERIO BATISTA INTERNACIONAL | IGEJA BATISTA INTERNACIONAL AGAPE | IGREJA COMUNIDADE BATISTA INTERNACIONAL PALAVRA VIVA
QUADRANGULAR TABERNACULO,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,excecao,60,11,1.0,41,QUADRANGULAR TABERNACULO JEOVA GIRE | IGREJA DO EVANGELO QUADRANGULAR TABERNACULO DA BENCAO | IGREJA DO EVAN QUADRANGULAR TABERNACULO DO ARIRI
PENTECOSTAL INTERNACIONAL,95265,Evangélicas de origem pentecostal,excecao,60,10,1.0,141,MINISTERIO PENTECOSTAL INTERNACIONAL DE MISSOES | IGREJA CRISTO PENTECOSTAL INTERNACIONAL | IGREJA DE CRITO PENTECOSTAL INTERNACIONAL
ORACAO DA CONGREGACAO,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,excecao,60,9,0.9658,263,IGREJA SALA DE ORACAO DA CONGREGACAO | SALA DE ORACAO DA CONGREGACAO | SALA DE ORACAO DA CONGREGACAO DE BRASIL
DEUS JEOVA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,8,0.963,54,IGREJA PENTESCOTAL DO DEUS JEOVA | ASSENBLEIA DE DEUS JEOVA RAFA | DEUS JEOVA
CRISTO PETENCOSTAL,99743,Evangélicas de Missão - outras,excecao,60,6,0.9444,36,IGREJA CRISTO PETENCOSTAL NO BRASIL | IGREJA CRISTO PETENCOSTAL | IGREJA RENOVADA EM CRISTO PETENCOSTAL
BATISTA MARANATA,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,5,1.0,97,CONCREGACAO BATISTA MARANATA | CONG BATISTA MARANATA | IGRJA BATISTA MARANATA PENTECOSTAL
DEUS TABERNACULO,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,5,0.9792,48,IGREJA DE DEUS TABERNACULO | A VOZ DE DEUS TABERNACULO | PODER DE DEUS TABERNACULO
BATISTA DO SETIMO,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,5,0.9254,67,BATISTA DO SETIMO DIA | IGREIJA BATISTA DO SETIMO DIA | INGREJA BATISTA DO SETIMO DIA
BATISTA TABERNACULO,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,5,1.0,31,IGREJA COMUNIDADE BATISTA TABERNACULO DE | COMUNIDADE BATISTA TABERNACULO DE DEUS | BATISTA TABERNACULO DE ADORACAO
DEUS TENDA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,4,1.0,31,AASEMBLEIA DE DEUS TENDA DE RANA | ASSSEMBLEIA DE DEUS TENDA DA VITORIA | ASSEMBLEAIA DE DEUS TENDA DE ADORACAO
DEUS VISAO MISSIONARIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,4,0.96,25,ASSSEMBLEIA DE DEUS VISAO MISSIONARIA | IGREJA ASSEMBKEIA DE DEUS VISAO MISSIONARIA | DEUS VISAO MISSIONARIA
LIVRE RENOVADA,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,3,0.9412,34,IREJA BATISTA LIVRE RENOVADA DO BRASIL | IGREJA BASTISTA LIVRE RENOVADA | IGREJA LIVRE RENOVADA
DEUS MARANATA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,2,0.9815,54,ASSENVLEIA DE DEUS MARANATA | ASSEMBREIA DE DEUS MARANATA
BATISTA JEOVA,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,2,1.0,23,COMUNIDADE BATISTA JEOVA RAFHA | BATISTA JEOVA SHALOW
METODISTA RENOVADA,100405,Evangélicas de Missão - Igreja Evangélica Metodista,excecao,60,2,0.9242,66,IGRJA IGRJA METODISTA RENOVADA | ASSCIACAO EVANGELICA METODISTA RENOVADA
BATISTA PETENCOSTAL,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,2,0.9697,33,IGREIJA BATISTA PETENCOSTAL FOGO DO ALTAR | BATISTA PETENCOSTAL RENOVADA
NACIONAL MISSIONARIA,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,2,1.0,21,IG BATISTA NACIONAL MISSIONARIA | IGREJA NACIONAL MISSIONARIA DO EVANGELHO GRACA S PODER
DEUS MINISTERIO INTERNACIONAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,2,1.0,34,ASSENBLEIA DE DEUS MINISTERIO INTERNACIONAL | IGREJA ASSEMBEIA DE DEUS MINISTERIO INTERNACIONAL DO GUARA
DE DEUS UNIVERSAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,1,0.9697,33,IGREJA DE DEUS UNIVERSAL
ADVENTISTA RENOVADA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,excecao,60,1,1.0,20,IREJA ADVENTISTA RENOVADA
ESPIRITA SANTA,2826,Espírita,excecao,60,0,1.0,56,
TENDA ESPIRITA,2826,Espírita,excecao,60,0,0.9983,592,
CAPELA DE ORACAO,95263,Católica Apostólica Romana,excecao,60,0,1.0,60,
ORACAO ASSEMBLEIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,0,0.9171,181,
ORACAO DA IGREJA DE,99743,Evangélicas de Missão - outras,excecao,60,0,0.9322,59,
ORACAO DA ASSEMBLEIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,0,0.9608,102,
ESPIRITA JOAO BATISTA,2826,Espírita,excecao,60,0,1.0,22,
DEUS MINISTERIO JEOVA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,0,0.9231,26,
ESPIRITA NOSSA SENHORA,2826,Espírita,excecao,60,0,1.0,57,
MISSIONARIA ASSEMBLEIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,0,0.9,50,
BATISTA CASA DE ORACAO,99741,Evangélicas de Missão - Igreja Evangélica Batista,excecao,60,0,1.0,29,
PETENCOSTAL DEUS E AMOR,100413,Evangélicas de origem pentecostal - Igreja Deus é Amor,excecao,60,0,1.0,338,
ESPIRITA SAO JOAO BATISTA,2826,Espírita,excecao,60,0,1.0,21,
PETENCOSTAL ASSEMBLEIA DE,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,0,0.9694,98,
ORACAO CONGREGACAO CRISTA,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,excecao,60,0,1.0,149,
IGREJA ASSEMBLEIA MISSIONARIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,excecao,60,0,1.0,24,
MISSIONARIA,95265,Evangélicas de origem pentecostal,marcador,50,4253,0.9405,2889,
BATISTA,99741,Evangélicas de Missão - Igreja Evangélica Batista,marcador,50,2488,0.9977,31189,
CATOLICA,95263,Católica Apostólica Romana,marcador,50,1819,1.0,39837,
INTERNACIONAL,99748,Evangélicas de origem pentecostal - outras,marcador,50,1601,0.9592,2572,
EVANGELHO,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,marcador,50,1573,0.976,6114,
QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,marcador,50,1470,0.9993,10791,
SANTUARIO,95263,Católica Apostólica Romana,marcador,50,1313,0.901,495,
UNIVERSAL,99745,Evangélicas de origem pentecostal - Igreja Universal do Reino de Deus,marcador,50,1269,0.9895,6315,
ORACAO,95265,Evangélicas de origem pentecostal,marcador,50,1179,0.9399,6853,
SETIMO,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,marcador,50,1169,0.9989,10606,
TABERNACULO,95265,Evangélicas de origem pentecostal,marcador,50,1140,0.9361,798,
ASSENBLEIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,marcador,50,820,0.9949,784,
RENOVADA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,marcador,50,801,0.9168,2489,
TENDA,2829,Umbanda,marcador,50,801,0.9331,1376,
JEOVA,2824,Testemunhas de Jeová,marcador,50,690,0.9941,7264,
ASSEBLEIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,marcador,50,668,1.0,647,
PETENCOSTAL,95265,Evangélicas de origem pentecostal,marcador,50,649,0.9819,4870,
PRESBITERIANA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,marcador,50,452,0.9988,6930,
ASEMBLEIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,marcador,50,413,1.0,334,
ASSEMBREIA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,marcador,50,393,1.0,435,
NACAO,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,marcador,50,371,0.9395,628,
MARANATA,100414,Evangélicas de origem pentecostal - Igreja Maranata,marcador,50,316,0.978,4268,
ULTIMOS,100423,Igreja de Jesus Cristo dos Santos dos Últimos Dias,marcador,50,290,0.9379,644,
MATRIZ,95263,Católica Apostólica Romana,marcador,50,278,0.983,1768,
EVANGELIO,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,marcador,50,251,0.9586,532,
NAZARENO,99743,Evangélicas de Missão - outras,marcador,50,209,0.9633,627,
BOLA,99748,Evangélicas de origem pentecostal - outras,marcador,50,207,0.9606,127,
NEVE,99748,Evangélicas de origem pentecostal - outras,marcador,50,205,1.0,120,
TESTEMUNHA,2824,Testemunhas de Jeová,marcador,50,180,1.0,1348,
MESSIANICA,100428,Novas religiões orientais - Igreja Messiânica Mundial,marcador,50,175,0.9962,265,
METODISTA,100405,Evangélicas de Missão - Igreja Evangélica Metodista,marcador,50,174,0.9994,3095,
SARA,99748,Evangélicas de origem pentecostal - outras,marcador,50,163,0.9716,457,
WESLEYANA,100405,Evangélicas de Missão - Igreja Evangélica Metodista,marcador,50,135,0.9974,780,
CONGREGACIONAL,100406,Evangélicas de Missão - Igreja Evangélica Congregacional,marcador,50,134,0.9929,1270,
TESTEMUNHAS,2824,Testemunhas de Jeová,marcador,50,131,1.0,5648,
ROMANA,95263,Católica Apostólica Romana,marcador,50,128,0.9977,2625,
VERBO,99748,Evangélicas de origem pentecostal - outras,marcador,50,91,0.9403,385,
CONFISSAO,99740,Evangélicas de Missão - Igreja Evangélica de Missão Luterana,marcador,50,88,0.9726,292,
DO AMANHECER,2826,Espírita,ngrama,40,472,0.9032,62,TEMPLO ARFANATO DO AMANHECER | TEMPLO VALE DO AMANHECER | TEMPLO DO AMANHECER
BIBLICO,121096,Evangélica não determinada,ngrama,40,459,0.9337,483,IGREJA AVIVAMENTP BIBLICO | ESTUDO BIBLICO DA IGREJA ADVENTIST | AVIVAMENTO BIBLICO
IGREJA TABERNACULO,95265,Evangélicas de origem pentecostal,ngrama,40,434,0.972,143,IGREJA TABERNACULO APOSTOLICO DA FE | IGREJA TABERNACULO DA GRACA DE DEUS | IGREJA TABERNACULO AMOR E VIDA
PENTECOSTAL DO,95265,Evangélicas de origem pentecostal,ngrama,40,364,0.9189,752,MINISTERIO PENTECOSTAL DO AVIVAMENTO | IGREJA EVANG PENTECOSTAL DO FIM EM RENOV | IGEEJA PENTECOSTAL DO BRASIL
CRISTO DOS SANTOS,100423,Igreja de Jesus Cristo dos Santos dos Últimos Dias,ngrama,40,357,0.9956,454,IGREJA JESUS CRISTO DOS SANTOS | IGREJA DE JESUS CRISTO DOS SANTOS DOS U | IGREJA DE JESUS CRISTO DOS SANTOS ULTIMO
IGREJA AD,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,345,1.0,50,IGREJA AD ESPERANCA | IGREJA AD BRAS JD OLINDA | IGREJA AD NACAO PROFETICA
CENTRO PASTORAL,95263,Católica Apostólica Romana,ngrama,40,328,0.9833,60,CENTRO PASTORAL DOM BERNARDO JOSE NOLKER | CENTRO PASTORAL SAO CAMILO | CENTRO PASTORAL IRMAO AMADO
LUTERANA,121096,Evangélica não determinada,ngrama,40,308,0.9009,111,IGREJA EVANGEL LUTERANA NO BRASIL | IGREJA DA RENOVACAO LUTERANA DO BRAS | IGREJA DE CONFISSAO LUTERANA
DEUS PENTECOSTAL,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,298,0.9793,822,IGREJA DE DEUS PENTECOSTAL AGUAS VIVAS | ANTIGA PODER DE DEUS PENTECOSTAL | ASSENBLEIA DE DEUS PENTECOSTAL MINISTERIO JESUS DE NAZARE TEMPLO SEDE
